Gene	baseMean	MeanExprSmall	MeanExprLarge	log2FoldChange	FoldChange	lfcSE	stat	pvalue	padj	Direction
SCN7A	1292.744	2327.962	645.732	-1.849	0.278	0.575	-3.214	1.31e-03	3.32e-02	Down in Large
LOC119869901	46.557	289.14	10.628	-3.259	0.104	1.015	-3.212	1.32e-03	3.33e-02	Down in Large
RPL37	5461.989	3728.409	6545.476	0.809	1.752	0.252	3.211	1.32e-03	3.33e-02	Up in Large
LOC106558828	416.7	276.367	504.409	0.905	1.873	0.282	3.212	1.32e-03	3.33e-02	Up in Large
LOC111094422	16.777	34.728	5.558	-2.649	0.159	0.825	-3.211	1.32e-03	3.33e-02	Down in Large
LOC119868190	5.659	14.714	8.146	-6.575	0.01	2.047	-3.212	1.32e-03	3.33e-02	Down in Large
ENPP1	125.95	198.812	80.411	-1.309	0.404	0.408	-3.208	1.34e-03	3.34e-02	Down in Large
LOC102152940	181.49	330.893	88.114	-1.907	0.267	0.594	-3.21	1.33e-03	3.34e-02	Down in Large
LOC111097402	279.721	567.166	100.068	-2.499	0.177	0.779	-3.207	1.34e-03	3.34e-02	Down in Large
LOC102152471	38.591	66.662	21.047	-1.512	0.351	0.471	-3.208	1.34e-03	3.34e-02	Down in Large
MALSU1	623.453	486.712	708.917	0.528	1.442	0.165	3.208	1.33e-03	3.34e-02	Up in Large
LOC119869364	66.637	124.125	30.706	-1.964	0.256	0.612	-3.207	1.34e-03	3.34e-02	Down in Large
LOC119869444	12.978	32.23	0.945	-5.141	0.028	1.601	-3.21	1.33e-03	3.34e-02	Down in Large
LOC111090094	14.795	29.101	5.854	-2.372	0.193	0.739	-3.21	1.33e-03	3.34e-02	Down in Large
LOC111090495	8.78	20.903	1.202	-4.166	0.056	1.299	-3.208	1.34e-03	3.34e-02	Down in Large
OR51A25	6.186	15.28	0.502	-5.182	0.028	1.615	-3.209	1.33e-03	3.34e-02	Down in Large
TRNAA-UGC	6.064	48.173	0.51	-4.645	0.04	1.447	-3.209	1.33e-03	3.34e-02	Down in Large
LOC119868564	13.885	34.133	1.23	-4.832	0.035	1.506	-3.21	1.33e-03	3.34e-02	Down in Large
LOC111092497	17.864	42.095	9.164	-3.903	0.067	1.217	-3.207	1.34e-03	3.35e-02	Down in Large
FAM187A	23.565	47.236	8.771	-2.352	0.196	0.734	-3.205	1.35e-03	3.35e-02	Down in Large
LOC119873500	32.664	76.414	5.32	-3.843	0.07	1.199	-3.206	1.35e-03	3.35e-02	Down in Large
LOC119863879	571.487	277.401	755.292	1.445	2.723	0.451	3.206	1.34e-03	3.35e-02	Up in Large
SEMA6D	3819.692	5087.246	3027.471	-0.75	0.595	0.234	-3.206	1.35e-03	3.35e-02	Down in Large
WIPI2	4630.909	3610.507	5268.66	0.539	1.453	0.168	3.204	1.35e-03	3.36e-02	Up in Large
LOC119874381	7.489	17.28	1.37	-3.64	0.08	1.136	-3.204	1.36e-03	3.36e-02	Down in Large
BCCIP	1422.797	1027.17	1670.064	0.692	1.615	0.216	3.204	1.36e-03	3.36e-02	Up in Large
LOC100686253	1970.734	857.716	2666.37	1.639	3.114	0.512	3.203	1.36e-03	3.37e-02	Up in Large
TCOF1	828.601	636.581	948.614	0.562	1.477	0.176	3.203	1.36e-03	3.37e-02	Up in Large
LOC119872043	3.068	7.714	0.164	-4.539	0.043	1.417	-3.203	1.36e-03	3.37e-02	Down in Large
LOC106558637	25.008	257.801	8.053	-2.58	0.167	0.806	-3.202	1.37e-03	3.38e-02	Down in Large
LIN28A	113.767	231.947	39.905	-2.52	0.174	0.787	-3.2	1.37e-03	3.39e-02	Down in Large
NAGS	18.096	38.354	5.434	-2.815	0.142	0.88	-3.199	1.38e-03	3.39e-02	Down in Large
LOC119873951	12.078	25.422	3.738	-2.801	0.143	0.876	-3.199	1.38e-03	3.39e-02	Down in Large
LOC111092742	108.892	262.489	12.894	-4.354	0.049	1.361	-3.199	1.38e-03	3.39e-02	Down in Large
BMP2K	2952.628	4138.185	2211.655	-0.903	0.535	0.282	-3.2	1.37e-03	3.39e-02	Down in Large
LOC102151277	37.171	76.292	12.72	-2.589	0.166	0.809	-3.199	1.38e-03	3.39e-02	Down in Large
TAGAP	133.789	223.196	77.91	-1.53	0.346	0.479	-3.196	1.39e-03	3.40e-02	Down in Large
THAP8	392.19	644.022	234.795	-1.428	0.372	0.447	-3.194	1.40e-03	3.40e-02	Down in Large
LOC106560015	10.736	27.163	3.752	-5.738	0.019	1.794	-3.197	1.39e-03	3.40e-02	Down in Large
LOC102156536	9.723	23.972	9.694	-5.069	0.03	1.585	-3.198	1.38e-03	3.40e-02	Down in Large
LOC102151334	663.427	376.393	842.824	1.164	2.241	0.364	3.194	1.40e-03	3.40e-02	Up in Large
LOC119872456	12.867	31.319	1.335	-4.544	0.043	1.423	-3.194	1.40e-03	3.40e-02	Down in Large
LOC102152682	65.738	107.992	39.33	-1.319	0.401	0.413	-3.196	1.39e-03	3.40e-02	Down in Large
LOC102154321	2.792	7.1	0.1	-5.024	0.031	1.571	-3.197	1.39e-03	3.40e-02	Down in Large
LOC102154664	314.015	470.121	216.449	-1.08	0.473	0.338	-3.195	1.40e-03	3.40e-02	Down in Large
LOC111097420	39.054	82.338	12.001	-2.784	0.145	0.872	-3.194	1.41e-03	3.40e-02	Down in Large
MPIG6B	24.815	48.59	9.956	-2.212	0.216	0.692	-3.196	1.39e-03	3.40e-02	Down in Large
LOC119865503	4.002	9.577	0.518	-4.207	0.054	1.317	-3.194	1.41e-03	3.40e-02	Down in Large
ATP1A1	37213.326	25681.791	44420.535	0.79	1.729	0.247	3.198	1.39e-03	3.40e-02	Up in Large
TRNAG-CCC.2	31.859	253.123	0.356	-8.303	0.003	2.599	-3.195	1.40e-03	3.40e-02	Down in Large
LOC119864690	274.961	477.581	148.323	-1.681	0.312	0.526	-3.196	1.39e-03	3.40e-02	Down in Large
LOC111091549	19.939	46.661	3.237	-3.802	0.072	1.19	-3.195	1.40e-03	3.40e-02	Down in Large
LOC119866446	58.862	114.574	24.041	-2.23	0.213	0.698	-3.194	1.40e-03	3.40e-02	Down in Large
CYP7B1	2192.39	3153.984	1591.393	-0.983	0.506	0.308	-3.193	1.41e-03	3.40e-02	Down in Large
LOC488130	12.782	26.946	3.93	-2.812	0.142	0.88	-3.194	1.40e-03	3.40e-02	Down in Large
LOC119870420	12.941	30.212	2.146	-3.832	0.07	1.199	-3.197	1.39e-03	3.40e-02	Down in Large
LOC111097377	7.551	18.94	0.433	-5.167	0.028	1.619	-3.192	1.41e-03	3.42e-02	Down in Large
LOC111098686	7.636	17.591	7.948	-3.633	0.081	1.139	-3.191	1.42e-03	3.42e-02	Down in Large
MRPS15	1539.301	1128.094	1796.305	0.661	1.581	0.207	3.191	1.42e-03	3.42e-02	Up in Large
LOC119867452	5.278	13.332	0.244	-5.712	0.019	1.789	-3.192	1.41e-03	3.42e-02	Down in Large
LOC106557999	3.129	7.351	0.49	-4.043	0.061	1.268	-3.188	1.43e-03	3.45e-02	Down in Large
LOC100684540	26.504	56.876	7.522	-2.942	0.13	0.923	-3.187	1.44e-03	3.46e-02	Down in Large
TLR8	77.222	129.961	44.261	-1.545	0.343	0.485	-3.186	1.44e-03	3.47e-02	Down in Large
LOC119863930	153.224	217.685	112.935	-0.915	0.53	0.287	-3.185	1.45e-03	3.48e-02	Down in Large
DSPP	17.634	40.053	3.623	-3.437	0.092	1.08	-3.184	1.45e-03	3.49e-02	Down in Large
LOC100684726	158.992	105.172	192.629	0.854	1.808	0.269	3.181	1.47e-03	3.50e-02	Up in Large
LOC111092940	43.147	105.173	4.38	-4.575	0.042	1.438	-3.181	1.47e-03	3.50e-02	Down in Large
LOC111096291	511.529	836.161	308.634	-1.434	0.37	0.451	-3.181	1.47e-03	3.50e-02	Down in Large
LOC111097419	6.555	15.166	1.174	-3.702	0.077	1.164	-3.181	1.47e-03	3.50e-02	Down in Large
LOC474656	496.84	227.468	665.198	1.571	2.972	0.494	3.181	1.47e-03	3.50e-02	Up in Large
CRIP3	186.425	302.086	114.137	-1.406	0.377	0.442	-3.183	1.46e-03	3.50e-02	Down in Large
LANCL2	3391.724	2420.218	3998.914	0.72	1.647	0.226	3.183	1.46e-03	3.50e-02	Up in Large
LOC111092890	23.308	51.336	5.79	-3.147	0.113	0.989	-3.181	1.47e-03	3.50e-02	Down in Large
ITGB6	5.77	15.001	2.188	-6.602	0.01	2.074	-3.183	1.46e-03	3.50e-02	Down in Large
TRNAC-GCA.13	4.052	10.206	2.152	-5.475	0.022	1.72	-3.183	1.46e-03	3.50e-02	Down in Large
ARRDC4	279.209	394.784	206.975	-0.906	0.534	0.285	-3.179	1.48e-03	3.51e-02	Down in Large
COPRS	1293.879	865.158	1561.829	0.844	1.796	0.266	3.179	1.48e-03	3.51e-02	Up in Large
LOC111097902	9.224	19.683	2.686	-2.877	0.136	0.905	-3.178	1.48e-03	3.51e-02	Down in Large
CRYBG1	2571.737	3632.301	1908.885	-0.928	0.526	0.292	-3.18	1.47e-03	3.51e-02	Down in Large
RSAD2	39.883	80.751	14.341	-2.535	0.173	0.797	-3.18	1.47e-03	3.51e-02	Down in Large
LOC119865072	10.863	26.857	0.866	-4.976	0.032	1.565	-3.18	1.47e-03	3.51e-02	Down in Large
LOC111095322	23.2	58.691	1.018	-5.807	0.018	1.828	-3.176	1.49e-03	3.53e-02	Down in Large
LOC119871272	23.87	57.632	2.768	-4.434	0.046	1.396	-3.176	1.49e-03	3.53e-02	Down in Large
COQ7	617.031	319.632	802.905	1.324	2.504	0.417	3.177	1.49e-03	3.53e-02	Up in Large
LOC100683711	73.735	124.963	41.718	-1.59	0.332	0.5	-3.176	1.49e-03	3.53e-02	Down in Large
LOC106558471	9.87	20.717	3.091	-2.745	0.149	0.864	-3.176	1.50e-03	3.54e-02	Down in Large
GNL3L	5205.047	4031.056	5938.791	0.555	1.47	0.175	3.175	1.50e-03	3.54e-02	Up in Large
LOC111091712	8.574	18.876	2.136	-2.949	0.129	0.929	-3.174	1.50e-03	3.55e-02	Down in Large
LOC119876835	46.255	91.776	17.804	-2.321	0.2	0.732	-3.173	1.51e-03	3.56e-02	Down in Large
LOC111097473	43.513	80.729	20.253	-1.987	0.252	0.626	-3.173	1.51e-03	3.56e-02	Down in Large
LOC111097751	26.625	64.355	3.044	-4.408	0.047	1.39	-3.172	1.51e-03	3.56e-02	Down in Large
LOC119864036	3.984	10.198	0.1	-5.344	0.025	1.685	-3.172	1.51e-03	3.56e-02	Down in Large
LOC111094194	26.204	55.551	7.861	-2.839	0.14	0.895	-3.172	1.51e-03	3.56e-02	Down in Large
ANKRD13A	647.812	846.509	523.626	-0.699	0.616	0.22	-3.169	1.53e-03	3.59e-02	Down in Large
LOC119871496	30.716	55.778	15.053	-1.815	0.284	0.573	-3.168	1.54e-03	3.60e-02	Down in Large
LOC102153193	71.558	123.671	38.988	-1.658	0.317	0.524	-3.166	1.54e-03	3.60e-02	Down in Large
LOC106558509	11.792	29.897	8.136	-5.741	0.019	1.814	-3.166	1.55e-03	3.60e-02	Down in Large
LOC119874374	15.266	35.53	2.601	-3.712	0.076	1.172	-3.168	1.54e-03	3.60e-02	Down in Large
LOC119864734	23.154	49.453	6.718	-2.799	0.144	0.884	-3.166	1.54e-03	3.60e-02	Down in Large
LOC111092666	7.235	18.305	0.317	-6.124	0.014	1.934	-3.167	1.54e-03	3.60e-02	Down in Large
LOC111093061	13.084	29.246	13.804	-3.33	0.099	1.052	-3.166	1.55e-03	3.60e-02	Down in Large
TGM5	7.6	18.541	0.763	-4.505	0.044	1.422	-3.168	1.54e-03	3.60e-02	Down in Large
DTX3L	259.713	377.547	186.066	-1.044	0.485	0.33	-3.166	1.54e-03	3.60e-02	Down in Large
NRN1	1481.671	1004.978	1779.604	0.823	1.769	0.26	3.167	1.54e-03	3.60e-02	Up in Large
LOC102155572	8.636	22.454	7.781	-7.175	0.007	2.265	-3.168	1.53e-03	3.60e-02	Down in Large
LOC119871956	32.751	59.422	16.081	-1.891	0.27	0.598	-3.165	1.55e-03	3.61e-02	Down in Large
SYT1	43604.32	30931.563	51524.793	0.736	1.666	0.233	3.164	1.56e-03	3.61e-02	Up in Large
LOC102154647	68.402	111.318	41.579	-1.393	0.381	0.44	-3.165	1.55e-03	3.61e-02	Down in Large
FLNB	1607.138	2240.119	1211.525	-0.888	0.54	0.281	-3.163	1.56e-03	3.61e-02	Down in Large
ZNF214	594.769	941.362	378.148	-1.312	0.403	0.415	-3.163	1.56e-03	3.61e-02	Down in Large
LOC119866264	23.216	159.208	9.321	-3.543	0.086	1.12	-3.164	1.55e-03	3.61e-02	Down in Large
LOC119866198	35.567	81.117	7.099	-3.517	0.087	1.112	-3.163	1.56e-03	3.61e-02	Down in Large
LOC106558059	32.378	64.385	12.375	-2.364	0.194	0.747	-3.165	1.55e-03	3.61e-02	Down in Large
LOC119866996	5.578	14.316	0.117	-5.877	0.017	1.858	-3.163	1.56e-03	3.61e-02	Down in Large
HEG1	1922.951	2700.248	1437.139	-0.907	0.533	0.287	-3.163	1.56e-03	3.61e-02	Down in Large
CKS2	414.031	263.728	507.971	0.94	1.919	0.298	3.161	1.57e-03	3.62e-02	Up in Large
LOC119869919	6.169	15.524	0.322	-5.353	0.024	1.693	-3.161	1.57e-03	3.62e-02	Down in Large
ROR1	184.327	292.25	116.875	-1.303	0.405	0.412	-3.162	1.57e-03	3.62e-02	Down in Large
TRNAR-CCU.5	7.696	19.577	0.271	-6.16	0.014	1.949	-3.16	1.58e-03	3.62e-02	Down in Large
TAS2R5	3.826	9.512	0.272	-5.504	0.022	1.742	-3.16	1.58e-03	3.62e-02	Down in Large
RLN3	3.056	7.606	0.213	-4.612	0.041	1.459	-3.162	1.57e-03	3.62e-02	Down in Large
LOC111091502	13.447	30.173	2.992	-3.318	0.1	1.05	-3.161	1.57e-03	3.62e-02	Down in Large
TRNAN-GUU.2	9.358	69.088	0.7	-4.937	0.033	1.561	-3.162	1.57e-03	3.62e-02	Down in Large
BLK	8.484	19.254	13.545	-3.473	0.09	1.1	-3.159	1.59e-03	3.64e-02	Down in Large
LOC119873506	154.631	370.102	19.962	-4.211	0.054	1.334	-3.158	1.59e-03	3.65e-02	Down in Large
LOC119867249	7.307	17.372	1.017	-4.149	0.056	1.314	-3.158	1.59e-03	3.65e-02	Down in Large
LOC111095042	201.111	330.386	120.314	-1.461	0.363	0.463	-3.156	1.60e-03	3.66e-02	Down in Large
ERAP2	88.719	141.396	55.796	-1.29	0.409	0.409	-3.156	1.60e-03	3.66e-02	Down in Large
LOC111090260	35.363	66.865	15.674	-2.061	0.24	0.653	-3.156	1.60e-03	3.66e-02	Down in Large
LOC100682783	756.409	405.6	975.664	1.258	2.391	0.398	3.156	1.60e-03	3.66e-02	Up in Large
LOC106558068	39.349	76.529	16.111	-2.252	0.21	0.714	-3.156	1.60e-03	3.66e-02	Down in Large
LOC119871967	3.716	9.66	0	-5.978	0.016	1.895	-3.155	1.61e-03	3.67e-02	Down in Large
PLEKHG7	16.432	30.68	7.528	-1.978	0.254	0.627	-3.154	1.61e-03	3.67e-02	Down in Large
SLC6A3	3.128	8.134	7.156	-5.74	0.019	1.82	-3.155	1.61e-03	3.67e-02	Down in Large
LOC119869480	376.624	934.537	27.928	-5.065	0.03	1.607	-3.152	1.62e-03	3.70e-02	Down in Large
LOC102155278	144.768	254.224	76.358	-1.731	0.301	0.55	-3.15	1.63e-03	3.72e-02	Down in Large
LOC119864961	3.246	7.703	0.46	-3.631	0.081	1.153	-3.15	1.63e-03	3.72e-02	Down in Large
SUPT5H	4774.441	3938.961	5296.616	0.429	1.346	0.136	3.147	1.65e-03	3.74e-02	Up in Large
RFX4	1044.819	1445.155	794.608	-0.857	0.552	0.272	-3.147	1.65e-03	3.74e-02	Down in Large
LOC119864428	38.013	79.102	12.333	-2.671	0.157	0.849	-3.147	1.65e-03	3.74e-02	Down in Large
LOC612507	550.822	272.503	724.771	1.411	2.66	0.448	3.148	1.65e-03	3.74e-02	Up in Large
LOC119873093	14.181	33.67	2.001	-4.089	0.059	1.3	-3.146	1.65e-03	3.75e-02	Down in Large
PARP9	141.046	229.388	85.831	-1.446	0.367	0.46	-3.146	1.65e-03	3.75e-02	Down in Large
LOC111094898	238.876	392.705	142.733	-1.441	0.368	0.458	-3.145	1.66e-03	3.76e-02	Down in Large
LOC119872285	22.055	42.629	9.196	-2.21	0.216	0.703	-3.145	1.66e-03	3.76e-02	Down in Large
LOC119863991	31.659	61.901	12.758	-2.218	0.215	0.706	-3.144	1.67e-03	3.76e-02	Down in Large
C21H11orf42	166.057	276.624	96.953	-1.494	0.355	0.475	-3.144	1.67e-03	3.76e-02	Down in Large
LOC119865478	9.145	67.845	2.12	-3.045	0.121	0.969	-3.144	1.67e-03	3.76e-02	Down in Large
LOC478703	119.884	51.724	162.483	1.771	3.412	0.563	3.145	1.66e-03	3.76e-02	Up in Large
LOC475462	1037.814	689.59	1255.453	0.862	1.817	0.274	3.143	1.67e-03	3.77e-02	Up in Large
SP100	186.171	278.843	128.251	-1.131	0.457	0.36	-3.142	1.68e-03	3.77e-02	Down in Large
LOC102156093	60.063	130.654	15.943	-3.023	0.123	0.963	-3.14	1.69e-03	3.78e-02	Down in Large
LOC111097109	7.904	16.271	13.616	-2.573	0.168	0.819	-3.139	1.69e-03	3.78e-02	Down in Large
OR9Q4	2.833	7.2	0.104	-5.043	0.03	1.606	-3.139	1.69e-03	3.78e-02	Down in Large
LOC119864274	17.109	35.595	5.555	-2.593	0.166	0.825	-3.141	1.68e-03	3.78e-02	Down in Large
BAP1	2893.716	1993.315	3456.468	0.791	1.73	0.252	3.14	1.69e-03	3.78e-02	Up in Large
LOC102152801	10.394	24.58	1.527	-4.035	0.061	1.284	-3.141	1.68e-03	3.78e-02	Down in Large
BEX5	5277.098	3561.609	6349.278	0.831	1.779	0.265	3.141	1.69e-03	3.78e-02	Up in Large
LOC111094776	6.89	17.185	14.438	-5.4	0.024	1.719	-3.142	1.68e-03	3.78e-02	Down in Large
TRNAL-CAG.3	12.582	32.6	0.07	-7.492	0.006	2.385	-3.141	1.69e-03	3.78e-02	Down in Large
TRNAV-UAC.2	61.557	534.686	0.189	-9.453	0.001	3.01	-3.141	1.68e-03	3.78e-02	Down in Large
GFOD1	6906.309	5519.307	7773.186	0.492	1.406	0.157	3.139	1.70e-03	3.79e-02	Up in Large
LOC111095319	7.072	17.934	2.715	-5.75	0.019	1.832	-3.138	1.70e-03	3.80e-02	Down in Large
THYN1	1029.723	672.344	1253.085	0.893	1.857	0.285	3.138	1.70e-03	3.80e-02	Up in Large
LOC119876509	4.037	7.848	1.655	-2.419	0.187	0.771	-3.138	1.70e-03	3.80e-02	Down in Large
STX19	84.384	167.412	32.492	-2.361	0.195	0.753	-3.137	1.71e-03	3.80e-02	Down in Large
LOC119869739	212.957	422.194	82.184	-2.354	0.196	0.751	-3.136	1.72e-03	3.81e-02	Down in Large
LOC100684688	83.503	266.555	773.025	1.595	3.021	0.509	3.136	1.71e-03	3.81e-02	Up in Large
LOC106558951	7.491	19.029	10.249	-5.642	0.02	1.801	-3.133	1.73e-03	3.83e-02	Down in Large
LOC100687243	4.555	11.468	3.517	-5.225	0.027	1.668	-3.133	1.73e-03	3.83e-02	Down in Large
LOC119873585	6.767	16.843	9.588	-5.018	0.031	1.601	-3.134	1.73e-03	3.83e-02	Down in Large
LOC119864043	3.032	7.575	0.192	-4.799	0.036	1.531	-3.134	1.72e-03	3.83e-02	Down in Large
LOC102152982	7.742	19.477	3.568	-5.305	0.025	1.693	-3.134	1.72e-03	3.83e-02	Down in Large
MIR99A-2	4.516	11.076	0.416	-4.81	0.036	1.536	-3.132	1.74e-03	3.84e-02	Down in Large
HSBP1	5210.838	3443.678	6315.313	0.874	1.833	0.279	3.132	1.73e-03	3.84e-02	Up in Large
LOC119880895	51.997	100.001	21.994	-2.15	0.225	0.687	-3.131	1.74e-03	3.84e-02	Down in Large
EDNRB	1014.074	1715.792	575.501	-1.576	0.335	0.503	-3.132	1.74e-03	3.84e-02	Down in Large
LOC102154462	34.081	69.039	12.233	-2.445	0.184	0.781	-3.132	1.73e-03	3.84e-02	Down in Large
LOC119872327	6.292	16.158	13.378	-5.996	0.016	1.915	-3.13	1.75e-03	3.85e-02	Down in Large
TRNAF-GAA.8	10.383	125.966	0.435	-6.621	0.01	2.115	-3.131	1.75e-03	3.85e-02	Down in Large
RTP4	329.107	515.033	212.903	-1.277	0.413	0.408	-3.129	1.75e-03	3.86e-02	Down in Large
LOC119871506	34.356	66.355	14.357	-2.146	0.226	0.686	-3.128	1.76e-03	3.88e-02	Down in Large
LOC111098632	58.392	95.009	35.506	-1.401	0.379	0.448	-3.127	1.77e-03	3.88e-02	Down in Large
SERTM1	3021.775	1653.266	3877.094	1.23	2.345	0.393	3.128	1.76e-03	3.88e-02	Up in Large
LOC111093346	3.667	9.28	10.006	-5.464	0.023	1.747	-3.127	1.77e-03	3.88e-02	Down in Large
LOC119864273	4.699	10.734	8.343	-3.496	0.089	1.118	-3.126	1.77e-03	3.89e-02	Down in Large
LOC111091269	8.573	21.939	8	-6.046	0.015	1.935	-3.125	1.78e-03	3.89e-02	Down in Large
WDFY4	344.777	521.649	234.232	-1.15	0.451	0.368	-3.125	1.78e-03	3.89e-02	Down in Large
TRNAR-ACG.3	8.984	20.578	1.738	-3.346	0.098	1.071	-3.126	1.77e-03	3.89e-02	Down in Large
LOC102153203	106.115	197.035	49.29	-1.99	0.252	0.637	-3.124	1.78e-03	3.90e-02	Down in Large
TRNAC-GCA.14	4.578	11.397	0.317	-5.272	0.026	1.687	-3.124	1.78e-03	3.90e-02	Down in Large
UBTF	3255.63	2411.66	3783.111	0.65	1.57	0.208	3.124	1.79e-03	3.91e-02	Up in Large
LOC119864862	10.634	21.268	3.988	-2.406	0.189	0.771	-3.122	1.80e-03	3.92e-02	Down in Large
LOC474642	1917.177	1225.554	2349.441	0.934	1.91	0.299	3.121	1.80e-03	3.93e-02	Up in Large
LOC482755	10.387	25.135	17.462	-4.385	0.048	1.405	-3.121	1.80e-03	3.93e-02	Down in Large
ARHGAP18	897.118	1111.707	763	-0.542	0.687	0.174	-3.121	1.81e-03	3.94e-02	Down in Large
ZMYND19	544.936	326.85	681.24	1.043	2.061	0.334	3.119	1.82e-03	3.94e-02	Up in Large
LOC119869383	22.484	45.375	8.178	-2.46	0.182	0.789	-3.119	1.81e-03	3.94e-02	Down in Large
LOC608270	102.746	32.927	146.383	2.282	4.863	0.732	3.119	1.81e-03	3.94e-02	Up in Large
MADD	6793.936	4894.24	7981.246	0.704	1.629	0.226	3.119	1.82e-03	3.94e-02	Up in Large
LOC102153013	43.82	101.527	7.753	-3.713	0.076	1.191	-3.118	1.82e-03	3.94e-02	Down in Large
LOC119867243	3.048	7.701	0.141	-5.09	0.029	1.632	-3.119	1.81e-03	3.94e-02	Down in Large
LOC119868024	41.754	84.883	14.799	-2.469	0.181	0.792	-3.119	1.82e-03	3.94e-02	Down in Large
GPRC6A	7.278	18.698	9.381	-6.555	0.011	2.103	-3.117	1.83e-03	3.96e-02	Down in Large
LOC111092770	106.012	222.829	33.001	-2.757	0.148	0.885	-3.117	1.83e-03	3.96e-02	Down in Large
LOC119865427	6.235	14.572	1.024	-3.939	0.065	1.264	-3.116	1.83e-03	3.96e-02	Down in Large
LOC102155782	53.165	90.302	29.954	-1.578	0.335	0.506	-3.117	1.83e-03	3.96e-02	Down in Large
NAA10	1950.962	1077.404	2496.937	1.212	2.316	0.389	3.117	1.83e-03	3.96e-02	Up in Large
PPIAP1	415.877	114.946	603.958	2.442	5.436	0.784	3.114	1.84e-03	3.97e-02	Up in Large
LOC119869914	32.8	61.843	14.648	-2.033	0.244	0.653	-3.114	1.84e-03	3.97e-02	Down in Large
LOC102152509	8.591	20.265	9.44	-3.924	0.066	1.26	-3.115	1.84e-03	3.97e-02	Down in Large
PLAGL2	267.124	398.817	184.816	-1.086	0.471	0.349	-3.115	1.84e-03	3.97e-02	Down in Large
LOC119871907	17.247	38.733	3.819	-3.354	0.098	1.077	-3.113	1.85e-03	3.98e-02	Down in Large
LOC102155369	91.885	188.406	31.559	-2.565	0.169	0.824	-3.114	1.85e-03	3.98e-02	Down in Large
LOC111098081	8.167	19.92	0.821	-4.591	0.041	1.475	-3.113	1.85e-03	3.98e-02	Down in Large
LOC102154918	5.683	14.341	0.273	-5.893	0.017	1.893	-3.113	1.85e-03	3.98e-02	Down in Large
LOC102154452	11.202	27.713	0.882	-4.9	0.034	1.574	-3.113	1.85e-03	3.98e-02	Down in Large
LOC119870330	6.411	16.332	5.561	-5.645	0.02	1.814	-3.112	1.86e-03	3.98e-02	Down in Large
TLR4	523.844	739.523	389.044	-0.929	0.525	0.299	-3.111	1.86e-03	3.99e-02	Down in Large
CCDC180	132.245	248.198	59.774	-2.037	0.244	0.655	-3.111	1.86e-03	4.00e-02	Down in Large
N6AMT1	468.798	628.588	368.929	-0.761	0.59	0.245	-3.111	1.87e-03	4.00e-02	Down in Large
BOD1	1258.906	921.179	1469.985	0.658	1.577	0.211	3.11	1.87e-03	4.01e-02	Up in Large
CAP2	4488.18	2910.174	5474.433	0.911	1.88	0.293	3.109	1.88e-03	4.01e-02	Up in Large
LOC102155374	5.209	13.542	2.067	-6.456	0.011	2.078	-3.107	1.89e-03	4.02e-02	Down in Large
LOC484306	51.782	102.655	56.269	-2.346	0.197	0.755	-3.108	1.89e-03	4.02e-02	Down in Large
LOC477597	200.85	66.618	284.744	2.126	4.366	0.684	3.108	1.88e-03	4.02e-02	Up in Large
LOC119868377	32.549	71.615	8.133	-3.136	0.114	1.009	-3.108	1.89e-03	4.02e-02	Down in Large
PLSCR4	866.82	1372.27	550.915	-1.316	0.402	0.423	-3.108	1.88e-03	4.02e-02	Down in Large
GPR15	22.01	36.017	13.256	-1.547	0.342	0.498	-3.108	1.88e-03	4.02e-02	Down in Large
TAF9B	273.788	377.78	208.794	-0.854	0.553	0.275	-3.108	1.89e-03	4.02e-02	Down in Large
LOC119872224	8.446	21.335	4.159	-5.796	0.018	1.867	-3.105	1.90e-03	4.04e-02	Down in Large
JOSD1	2349.875	1655.624	2783.782	0.745	1.676	0.24	3.106	1.90e-03	4.04e-02	Up in Large
LOC111090263	11.169	24.771	2.668	-3.158	0.112	1.017	-3.105	1.90e-03	4.04e-02	Down in Large
LOC111093739	5.165	13.255	0.108	-5.895	0.017	1.898	-3.105	1.90e-03	4.04e-02	Down in Large
LOC119872403	14.597	29.238	5.447	-2.329	0.199	0.75	-3.104	1.91e-03	4.05e-02	Down in Large
LOC100683518	10.465	23.854	2.097	-3.452	0.091	1.112	-3.104	1.91e-03	4.05e-02	Down in Large
LOC111096973	5.322	13.836	11.672	-6.486	0.011	2.09	-3.103	1.92e-03	4.06e-02	Down in Large
LOC119873567	10.823	24.003	2.585	-3.037	0.122	0.979	-3.102	1.92e-03	4.07e-02	Down in Large
LOC106559896	287.449	122.002	390.854	1.694	3.236	0.546	3.101	1.93e-03	4.07e-02	Up in Large
TRNAH-GUG	9.333	88.364	0.479	-6.203	0.014	2.001	-3.1	1.93e-03	4.07e-02	Down in Large
LOC479257	806.028	480.383	1009.556	1.075	2.107	0.347	3.101	1.93e-03	4.07e-02	Up in Large
TTC21A	390.118	503.104	319.502	-0.644	0.64	0.208	-3.101	1.93e-03	4.07e-02	Down in Large
LOC119870182	5.583	13.753	0.476	-4.652	0.04	1.501	-3.1	1.93e-03	4.07e-02	Down in Large
LOC119866460	17.595	106.206	1.764	-4.59	0.042	1.48	-3.102	1.92e-03	4.07e-02	Down in Large
LOC102153919	5.552	14.031	10.587	-5.621	0.02	1.812	-3.102	1.93e-03	4.07e-02	Down in Large
